customer_id,age,gender,marital_status,city_tier,occupation,life_stage,annual_income,relationship_tenure_months,segment,fd_balance,fd_count,fd_avg_tenor_months,rd_balance,sb_balance,aqb,balance_gt_10l_flag,num_products,num_accounts,has_demat,demat_balance,has_loan,loan_outstanding,debit_txn_count_12m,credit_txn_count_12m,debit_txn_value_12m,credit_txn_value_12m,avg_monthly_txn_count,digital_txn_ratio,cibil_score,delinquency_flag,complaint_count_12m,nrv_12m,holds_3p_insurance,holds_wealth_product,has_real_feedback,feedback_channel,feedback_text,feedback_sentiment,feedback_signal,feedback_date,is_fd_base,is_eligible,cross_sell_flag,cross_sell_product,propensity_score
CUST-101566,29,F,Married,Tier-2,Professional,Young-Earner,1869400,144,Classic,2985000,3,36,0,825100,907800,1,5,5,1,590600,0,0,410,178,4323300,4035400,29.66,0.922,759,0,0,1413800,0,0,0,,,,,,1,1,0,,0.3357
CUST-101567,41,F,Single,Tier-1,Salaried,Family-Builder,846600,149,Preferred,1515200,2,36,0,145600,135000,1,3,3,0,0,0,0,208,142,1803100,1510400,20.7,0.699,827,0,3,489800,1,0,0,,,,,,1,0,0,,0.01
CUST-101568,40,F,Married,Tier-1,Self-Employed,Family-Builder,1454500,125,Preferred,483300,2,18,189000,188400,140100,0,5,4,0,0,1,1542900,184,83,1903300,1676500,15.13,0.7,794,0,2,220100,0,0,1,SMS,Reported an issue with net-banking access; escalated and closed.,negative,service_issue,2026-06-20,0,0,0,,0.01
CUST-101569,40,F,Married,Tier-1,Self-Employed,Family-Builder,1577200,88,Classic,5799100,3,60,0,1029000,743200,1,4,4,0,0,0,0,196,115,2064400,1923500,16.51,0.99,830,0,0,2086800,0,0,0,,,,,,1,1,0,,0.7455
CUST-101570,29,M,Single,Tier-1,Professional,Young-Earner,1365500,231,Classic,3311600,3,60,283300,534100,580000,1,6,6,1,131100,0,0,230,121,1569600,3054000,20.5,0.892,781,0,0,1213500,0,1,0,,,,,,1,0,0,,0.01
CUST-101571,46,F,Married,Tier-3,Business,Peak-Earner,372900,101,Classic,4716600,3,36,0,889400,896900,1,5,5,1,1276600,0,0,271,176,1923100,1524400,26.59,0.596,807,0,0,2167700,0,1,0,,,,,,1,0,0,,0.01
CUST-101572,38,F,Married,Tier-1,Salaried,Family-Builder,1057000,49,Preferred,3628800,3,12,51400,716800,639900,1,5,5,0,0,0,0,212,137,2075900,904400,15.56,0.58,767,0,0,1338600,0,0,0,,,,,,1,1,0,,0.5748
CUST-101573,71,F,Married,Tier-2,Retired,Retiree,1255300,221,Imperia,5951900,4,36,0,1116400,1238800,1,5,5,0,0,0,0,27,9,264600,90900,3,0.426,865,0,0,2168900,0,0,0,,,,,,1,1,0,,0.6028
CUST-101574,62,M,Married,Tier-1,Retired,Retiree,1447800,26,Imperia,1435300,1,24,0,42500,36500,1,4,3,1,1382800,1,2613900,276,204,1495500,1078900,22.97,0.907,740,0,0,905000,0,0,0,,,,,,1,1,0,,0.4952
CUST-101575,42,F,Married,Tier-1,Salaried,Peak-Earner,853800,55,Classic,885500,2,12,0,160700,154800,0,3,3,0,0,0,0,89,62,359900,1463300,8.98,0.862,731,0,0,320300,0,0,0,,,,,,0,0,0,,0.01
CUST-101576,44,M,Married,Tier-3,Salaried,Peak-Earner,1076300,203,Preferred,959900,2,18,155300,146400,132900,0,5,4,0,0,1,1891100,213,119,1585000,888000,14.93,0.333,797,0,0,334700,1,0,0,,,,,,0,0,0,,0.01
CUST-101577,37,M,Married,Tier-3,Self-Employed,Family-Builder,1127100,81,Classic,5678800,3,12,144500,1078600,877400,1,6,5,0,0,1,729300,371,219,1664500,2339700,32.24,0.656,810,0,3,2075400,0,0,0,,,,,,1,1,0,,0.6234
CUST-101578,33,M,Married,Tier-1,Business,Family-Builder,2260400,73,Classic,5158900,4,24,0,932800,917000,1,6,5,0,0,1,1610900,219,124,1444300,757400,19.64,0.99,872,0,0,1864300,0,0,0,,,,,,1,1,0,,0.7921
CUST-101579,37,M,Married,Tier-1,Self-Employed,Family-Builder,1362300,151,Classic,6650500,3,24,0,836300,653900,1,5,4,0,0,1,4175000,279,100,1142600,1829600,27.52,0.93,849,0,0,2238500,0,0,0,,,,,,1,1,0,,0.8204
CUST-101580,29,M,Single,Tier-1,Salaried,Young-Earner,366600,116,Preferred,1556900,2,12,30700,541100,448300,1,6,5,1,2000900,1,1222100,487,261,2012800,3737200,40.92,0.88,817,0,0,1379700,0,0,0,,,,,,1,1,0,,0.4224
CUST-101581,38,M,Married,Tier-1,Self-Employed,Family-Builder,1401100,158,Classic,3996500,3,12,0,612600,574900,1,6,5,1,823900,1,5190300,360,200,1002100,2536000,29.36,0.581,699,0,0,1683100,0,0,0,,,,,,1,1,0,,0.6463
CUST-101582,48,M,Married,Tier-2,Business,Peak-Earner,1383600,210,Preferred,1215600,1,36,0,65500,72500,1,4,3,1,73700,1,4141700,292,236,2514000,5057500,27.61,0.84,735,0,0,395600,0,0,0,,,,,,1,1,0,,0.405
CUST-101583,23,F,Single,Tier-2,Salaried,Young-Earner,557900,235,Classic,3497500,2,24,0,410600,338500,1,4,4,1,653700,0,0,269,107,2956400,1983700,25.08,0.515,690,0,0,1392900,0,0,0,,,,,,1,1,0,,0.48
CUST-101584,23,M,Married,Tier-1,Salaried,Young-Earner,2323100,223,Imperia,70800,1,36,329200,8000,9200,0,5,4,1,1431300,1,2318600,265,177,1147200,3785500,18.59,0.448,845,0,0,524400,0,0,0,,,,,,0,0,0,,0.01
CUST-101585,40,F,Married,Tier-3,Self-Employed,Family-Builder,468800,237,Classic,939000,1,60,0,419800,261500,0,3,3,1,1839700,0,0,342,155,3219600,796700,24.1,0.788,736,0,0,1095700,0,1,0,,,,,,0,0,0,,0.01
CUST-101586,34,F,Single,Tier-2,Professional,Family-Builder,794900,77,Imperia,1918500,2,24,0,296200,270100,1,3,3,0,0,0,0,254,175,1912900,1298400,17.27,0.7,756,0,0,670500,1,0,0,,,,,,1,0,0,,0.01
CUST-101587,37,F,Single,Tier-3,Business,Family-Builder,790300,109,Preferred,5633500,4,24,0,1536400,1034100,1,5,5,0,0,0,0,92,70,814600,715500,7.86,0.745,667,0,1,2268800,1,0,0,,,,,,1,0,0,,0.01
CUST-101588,26,F,Married,Tier-2,Salaried,Young-Earner,803800,194,Classic,9623500,4,12,9100,1753600,1131300,1,7,7,1,1217600,0,0,29,11,66700,183300,3,0.99,700,0,1,3909900,0,0,1,VOC,Called to update registered mobile number.,neutral,neutral,2026-04-03,1,1,0,,0.6925
CUST-101589,36,M,Married,Tier-1,Business,Family-Builder,2083100,228,Classic,730600,2,12,0,8000,6000,0,4,3,0,0,1,2042700,169,134,1010800,2224700,17.83,0.737,747,0,0,208200,1,0,0,,,,,,0,0,0,,0.01
CUST-101590,46,F,Single,Tier-2,Business,Peak-Earner,1715700,175,Classic,3232000,2,36,441500,665500,705800,1,6,5,1,177600,1,3705000,196,161,1088200,3424100,20.06,0.848,840,0,1,1266600,0,0,0,,,,,,1,1,0,,0.648
CUST-101591,25,F,Single,Tier-2,Professional,Young-Earner,874300,38,Preferred,83700,1,12,181200,8000,7100,0,4,3,0,0,1,4729000,316,256,3119700,5334900,22.17,0.598,815,0,0,27000,1,0,0,,,,,,0,0,0,,0.01
CUST-101592,31,F,Married,Tier-1,Salaried,Young-Earner,1211400,105,Preferred,7712100,4,18,0,1538600,1163300,1,5,5,0,0,0,0,364,183,3945700,2961400,27.71,0.905,827,0,1,2851800,0,0,0,,,,,,1,1,0,,0.8065
CUST-101593,44,M,Married,Tier-2,Professional,Peak-Earner,1029900,42,Imperia,935500,2,12,203800,8000,6100,0,5,4,0,0,1,679000,140,66,996200,656900,15.39,0.689,750,0,0,265500,1,0,0,,,,,,0,0,0,,0.01
CUST-101594,32,M,Married,Tier-2,Self-Employed,Family-Builder,1743500,37,Classic,893800,1,18,0,8000,6000,0,3,3,1,1833500,0,0,151,66,520100,400000,16.17,0.755,857,0,0,895600,0,0,0,,,,,,0,0,0,,0.01
CUST-101595,42,F,Single,Tier-1,Professional,Peak-Earner,1918100,178,Preferred,69600,2,36,47700,126100,84900,0,4,4,0,0,0,0,136,95,1028100,2201200,12.09,0.563,682,0,0,76200,1,1,0,,,,,,0,0,0,,0.01
CUST-101596,31,F,Married,Tier-1,Professional,Young-Earner,1439900,218,Preferred,709200,1,60,0,328500,233900,0,2,2,0,0,0,0,39,26,203100,483100,3,0.708,696,0,1,346400,0,0,0,,,,,,0,0,0,,0.01
CUST-101597,44,F,Married,Tier-1,Salaried,Peak-Earner,1359000,229,Classic,829800,1,36,259100,75300,73200,0,4,4,1,365200,0,0,400,249,2660700,5683800,27.07,0.558,685,0,0,394000,0,0,0,,,,,,0,0,0,,0.01
CUST-101598,64,F,Married,Tier-1,Retired,Retiree,2273300,26,Classic,257600,1,24,0,8000,7700,0,2,2,0,0,0,0,89,60,592200,1520500,9.1,0.794,763,0,1,75700,1,0,1,VOC,Discussed retirement planning; asked about pension and annuity products.,positive,retirement_intent,2026-06-18,0,0,0,,0.01
CUST-101599,35,F,Single,Tier-3,Business,Family-Builder,555500,181,Classic,13564200,3,36,0,2304200,2555300,1,4,4,0,0,0,0,224,83,1198400,1070800,16.38,0.99,719,0,0,4834900,0,0,0,,,,,,1,1,0,,0.7408
CUST-101600,59,M,Single,Tier-1,Salaried,Pre-Retiree,1723600,213,Preferred,441900,2,36,11500,167900,113900,0,5,4,0,0,1,3673400,186,102,660500,1543900,17.73,0.451,766,0,0,199300,0,1,1,InboundCall,Requested a duplicate account statement via SMS.,neutral,neutral,2025-08-07,0,0,0,,0.01
CUST-101601,26,M,Single,Tier-1,Business,Young-Earner,1279900,198,Preferred,3701500,3,18,318400,635400,394400,1,5,5,0,0,0,0,118,85,1100900,1887200,12.68,0.867,710,0,0,1322400,1,0,0,,,,,,1,0,0,,0.01
CUST-101602,40,F,Married,Tier-2,Business,Family-Builder,880600,208,Classic,6264600,3,24,0,1145700,1241800,1,5,4,0,0,1,1841100,160,116,1028600,2787800,13.9,0.72,850,0,0,2269700,0,1,0,,,,,,1,0,0,,0.01
CUST-101603,44,M,Married,Tier-2,Self-Employed,Peak-Earner,1589400,126,Preferred,357400,1,36,0,61200,54700,0,3,3,1,1054400,0,0,251,191,881300,884700,18.1,0.721,796,0,1,496700,0,1,0,,,,,,0,0,0,,0.01
CUST-101604,30,F,Married,Tier-1,Professional,Young-Earner,1504600,94,Imperia,150100,1,60,0,102200,106800,0,4,3,1,1757200,1,2588600,166,83,1030900,1156600,16.38,0.763,720,0,1,703000,0,1,1,VOC,Complaint raised regarding delayed FD maturity credit; resolved within SLA.,negative,service_issue,2026-02-24,0,0,0,,0.01
CUST-101605,37,M,Married,Tier-2,Self-Employed,Family-Builder,1217800,36,Preferred,2889800,2,60,155200,670800,546300,1,4,4,0,0,0,0,270,139,1481000,1999700,23.83,0.806,863,0,0,1111000,0,1,0,,,,,,1,0,0,,0.01
CUST-101606,41,F,Married,Tier-1,Business,Family-Builder,621000,192,Classic,139500,1,18,345000,350400,218300,0,4,3,0,0,1,985100,334,220,1857900,5133100,23.11,0.545,830,0,0,196700,0,1,0,,,,,,0,0,0,,0.01
CUST-101607,50,M,Married,Tier-1,Salaried,Peak-Earner,1859000,202,Imperia,2904300,3,12,0,532900,306700,1,4,4,0,0,0,0,435,272,3619300,3592700,33.25,0.655,848,0,0,1053000,0,0,0,,,,,,1,1,0,,0.5232
CUST-101608,29,M,Single,Tier-1,Salaried,Young-Earner,1010800,179,Classic,550400,2,24,0,389200,311500,0,4,3,0,0,1,328200,302,198,1955400,2027400,24.13,0.988,771,0,2,329300,0,0,0,,,,,,0,0,0,,0.01
CUST-101609,55,F,Married,Tier-2,Self-Employed,Pre-Retiree,1459000,140,Preferred,5482400,4,12,0,832200,903200,1,5,5,0,0,0,0,220,153,1070800,3758600,16.44,0.716,806,0,0,1909600,0,0,0,,,,,,1,1,0,,0.7427
CUST-101610,24,F,Single,Tier-2,Salaried,Young-Earner,792900,230,Classic,561600,2,12,0,215400,147300,0,4,3,0,0,1,604900,257,190,1409800,4434000,20.14,0.737,676,0,0,254200,0,0,0,,,,,,0,0,0,,0.01
CUST-101611,37,F,Married,Tier-1,Self-Employed,Family-Builder,1197900,7,Classic,2703900,2,36,0,540100,505000,1,3,3,0,0,0,0,261,182,663900,856000,22.39,0.49,696,0,0,1000100,0,0,0,,,,,,1,1,0,,0.5599
CUST-101612,55,F,Married,Tier-1,Professional,Pre-Retiree,1440700,116,Preferred,6342800,3,12,0,865900,814500,1,4,4,0,0,0,0,334,225,1125800,5038200,34.82,0.46,757,0,0,2165600,0,0,0,,,,,,1,1,0,,0.7045
CUST-101613,42,M,Married,Tier-1,Salaried,Peak-Earner,2317400,210,Classic,30500,1,36,0,8000,8400,0,3,2,0,0,1,3124800,85,55,729400,1343500,7.85,0.901,689,0,1,12100,0,0,0,,,,,,0,0,0,,0.01
CUST-101614,45,M,Married,Tier-3,Professional,Peak-Earner,1058900,103,Classic,790000,1,18,164100,349400,245000,0,3,3,0,0,0,0,254,148,1498400,1211000,17.1,0.484,703,0,0,378400,1,1,0,,,,,,0,0,0,,0.01
CUST-101615,23,M,Married,Tier-3,Salaried,Young-Earner,631300,73,Classic,3377100,2,36,0,821100,874200,1,3,3,0,0,0,0,371,245,3232300,1625500,26.75,0.364,736,0,0,1315100,0,0,0,,,,,,1,1,0,,0.4638
CUST-101616,51,M,Married,Tier-1,Business,Peak-Earner,2089500,206,Preferred,364700,1,36,100300,184700,123800,0,3,3,0,0,0,0,184,142,725300,3688600,17.48,0.661,774,0,3,185200,0,0,0,,,,,,0,0,0,,0.01
CUST-101617,60,F,Married,Tier-3,Professional,Pre-Retiree,662900,75,Classic,914700,1,24,0,411500,315100,0,3,2,0,0,1,2053300,229,122,1851000,1328600,17.55,0.634,820,0,1,441300,0,0,0,,,,,,0,0,0,,0.01
CUST-101618,50,M,Married,Tier-1,Self-Employed,Peak-Earner,2013400,85,Preferred,6252600,4,60,0,811700,758200,1,7,6,1,1682000,1,558900,202,75,731600,1750700,17.63,0.726,817,0,0,2704700,1,1,1,Outbound,Enquired about tax-saving investment products before the financial year end.,positive,wealth_intent,2026-02-05,1,0,0,,0.01
CUST-101619,25,F,Married,Tier-2,Business,Young-Earner,997400,103,Imperia,852000,2,18,0,429900,439500,0,4,3,0,0,1,3038800,142,57,1039200,403600,10.9,0.99,709,0,0,432000,0,0,1,Outbound,Asked about starting a monthly SIP; wanted to understand equity exposure.,positive,wealth_intent,2026-04-28,0,0,0,,0.01
CUST-101620,63,F,Married,Tier-2,Retired,Retiree,1653600,161,Imperia,4009300,3,24,0,656500,725100,1,4,4,0,0,0,0,374,316,3283900,2188400,25.15,0.482,742,0,2,1418000,0,0,0,,,,,,1,1,0,,0.3564
CUST-101621,47,M,Married,Tier-2,Self-Employed,Peak-Earner,996300,93,Classic,4848200,2,18,0,846100,468900,1,3,3,0,0,0,0,201,156,518700,2721200,16.62,0.406,774,0,0,1738200,0,0,0,,,,,,1,1,0,,0.6066
CUST-101622,36,M,Married,Tier-1,Professional,Family-Builder,1145500,92,Classic,4264900,2,12,0,803700,542100,1,3,3,0,0,0,0,39,21,332600,273100,3,0.423,757,0,0,1555800,0,1,0,,,,,,1,0,0,,0.01
CUST-101623,26,F,Married,Tier-3,Self-Employed,Young-Earner,842500,163,Classic,746200,1,18,416600,8000,8600,0,4,3,0,0,1,2591700,208,120,1677500,1255000,19.86,0.601,763,0,0,212500,0,1,1,InboundCall,Called to update registered mobile number.,neutral,neutral,2025-10-04,0,0,0,,0.01
CUST-101624,51,F,Married,Tier-2,Salaried,Peak-Earner,1107800,72,Classic,6341300,4,24,0,795700,493800,1,5,5,0,0,0,0,277,172,628700,4147500,24.36,0.72,721,0,0,2133600,0,0,0,,,,,,1,1,1,Health-Insurance,0.7754
CUST-101625,58,F,Married,Tier-1,Salaried,Pre-Retiree,1958700,109,Imperia,3094700,2,60,0,541300,318700,1,4,4,1,784200,0,0,124,95,831600,1761100,12.08,0.399,831,0,0,1384600,0,0,0,,,,,,1,1,0,,0.5452
CUST-101626,58,M,Single,Tier-2,Business,Pre-Retiree,1098600,152,Imperia,1098500,1,24,0,119500,80000,1,2,2,0,0,0,0,298,179,2359900,3033500,22.92,0.713,759,0,0,361400,0,0,0,,,,,,1,1,0,,0.445
CUST-101627,35,F,Married,Tier-2,Business,Family-Builder,628600,133,Preferred,7602100,3,12,0,1093600,880200,1,4,4,0,0,0,0,322,116,1126100,1311600,35.29,0.677,716,0,0,2620700,0,0,0,,,,,,1,1,0,,0.7604
CUST-101628,40,M,Married,Tier-1,Self-Employed,Family-Builder,1114500,34,Imperia,3529300,2,60,217600,324700,233600,1,6,5,1,138600,1,1705100,287,171,1648600,3803900,26.55,0.7,798,0,0,1182800,1,0,1,Complaint,Called to ask whether the bank offers a health policy that covers dependent parents.,positive,protection_intent,2025-09-07,1,0,0,,0.01
CUST-101629,40,F,Married,Tier-3,Salaried,Family-Builder,544700,134,Classic,8258100,4,24,0,1596200,1151500,1,5,5,0,0,0,0,69,38,623700,709800,4.73,0.882,746,0,0,3030600,0,1,0,,,,,,1,0,0,,0.01
CUST-101630,42,F,Married,Tier-2,Professional,Peak-Earner,351100,150,Imperia,4793300,2,60,0,867800,766500,1,3,3,0,0,0,0,31,14,325200,140800,3,0.944,642,0,0,1732600,1,0,1,Outbound,Requested a portfolio review and information on mutual fund options.,positive,wealth_intent,2026-02-16,1,0,0,,0.01
CUST-101631,54,M,Married,Tier-1,Professional,Pre-Retiree,1083200,220,Imperia,5271400,4,12,0,1111100,1247600,1,5,5,0,0,0,0,510,249,1153000,3488700,39.61,0.754,694,0,0,1976000,0,0,0,,,,,,1,1,0,,0.6532
CUST-101632,48,M,Married,Tier-2,Salaried,Peak-Earner,1322900,23,Preferred,6238300,4,60,57700,839000,637500,1,7,6,0,0,1,272600,369,179,2578300,2465600,30.03,0.801,745,0,0,2124300,0,0,0,,,,,,1,1,0,,0.8613
CUST-101633,29,M,Single,Tier-3,Business,Young-Earner,760700,73,Preferred,4277900,2,60,0,671700,685100,1,4,4,1,1770900,0,0,243,102,2192600,664400,16.88,0.689,757,0,0,2119900,1,0,0,,,,,,1,0,0,,0.01
CUST-101634,53,F,Married,Tier-2,Self-Employed,Peak-Earner,1288700,145,Classic,829600,2,36,391400,226100,232100,0,5,4,0,0,1,2080900,135,61,330400,967400,12.96,0.654,717,0,0,334000,0,0,0,,,,,,0,0,0,,0.01
CUST-101635,56,M,Married,Tier-1,Salaried,Pre-Retiree,1031800,99,Classic,999100,1,24,251000,8000,6000,0,3,3,0,0,0,0,176,106,1194700,2510800,12.29,0.656,826,0,0,283300,0,0,1,VOC,Called to update registered mobile number.,neutral,neutral,2025-11-08,0,0,0,,0.01
CUST-101636,37,F,Married,Tier-2,Business,Family-Builder,1647800,19,Classic,1413700,2,60,0,8000,8400,1,4,4,1,1815000,0,0,177,117,1516100,2671400,13.03,0.983,764,0,0,1034700,1,0,0,,,,,,1,0,0,,0.01
CUST-101637,43,F,Married,Tier-2,Salaried,Peak-Earner,1067400,37,Classic,3920400,3,18,449300,500600,277700,1,7,6,1,1095600,1,1308000,390,231,1242400,1820900,28.44,0.829,654,0,0,1706400,0,0,0,,,,,,1,1,1,Mutual-Fund,0.7511
CUST-101638,41,M,Married,Tier-2,Self-Employed,Family-Builder,659400,240,Imperia,2161700,2,18,0,383000,357500,1,4,3,0,0,1,1558100,211,126,2294700,3077700,18.04,0.542,698,0,0,777600,1,0,0,,,,,,1,0,0,,0.01
CUST-101639,45,F,Single,Tier-3,Business,Peak-Earner,738800,167,Preferred,781100,2,60,0,24800,16000,0,5,4,1,941100,1,5139400,323,250,3207100,1561000,27.1,0.577,728,0,0,559300,0,0,0,,,,,,0,0,0,,0.01
CUST-101640,27,M,Married,Tier-3,Salaried,Young-Earner,825100,110,Classic,620000,1,36,62100,274200,281100,0,5,4,1,1551500,1,2371600,229,82,2041800,1145800,17.4,0.924,745,0,0,840000,0,0,0,,,,,,0,0,0,,0.01
CUST-101641,56,M,Married,Tier-2,Business,Pre-Retiree,1119400,223,Classic,973500,1,24,0,269700,229500,0,2,2,0,0,0,0,139,73,680300,1835900,15.18,0.989,787,0,0,393900,0,1,0,,,,,,0,0,0,,0.01
CUST-101642,52,F,Married,Tier-1,Business,Peak-Earner,984800,224,Preferred,877100,2,36,0,8000,7800,0,4,3,0,0,1,3531500,273,106,763200,618200,22.06,0.753,752,0,0,249200,0,0,0,,,,,,0,0,0,,0.01
CUST-101643,39,F,Married,Tier-2,Business,Family-Builder,1064000,147,Classic,858000,2,24,395500,402100,242200,0,5,5,1,155600,0,0,288,152,2510000,3741700,20.54,0.931,805,0,0,475600,0,0,0,,,,,,0,0,0,,0.01
CUST-101644,57,F,Married,Tier-2,Business,Pre-Retiree,1163900,238,Classic,91800,2,18,248300,19100,13600,0,6,5,1,1620000,1,1632500,301,137,916200,745000,22.13,0.818,780,0,0,601300,1,0,0,,,,,,0,0,0,,0.01
CUST-101645,38,M,Married,Tier-1,Business,Family-Builder,994700,83,Classic,4714700,2,18,0,842600,823000,1,5,4,1,791400,1,3457900,211,109,779700,1060800,18.57,0.96,821,0,1,1976300,1,0,0,,,,,,1,0,0,,0.01
CUST-101646,23,F,Married,Tier-3,Salaried,Young-Earner,852600,95,Imperia,4964600,3,24,447100,740900,487600,1,6,5,0,0,1,3874900,229,82,1103500,1690800,17.6,0.76,774,0,0,1723500,0,0,1,Complaint,Mentioned during the call that FD returns no longer beat inflation.,neutral,yield_fatigue,2025-11-02,1,1,0,,0.7797
CUST-101647,29,M,Married,Tier-1,Salaried,Young-Earner,2454200,164,Classic,2944400,2,18,249500,762200,683200,1,5,4,0,0,1,2512100,106,42,342500,770400,11.13,0.856,871,0,0,1167400,0,0,0,,,,,,1,1,0,,0.5104
CUST-101648,45,F,Married,Tier-1,Self-Employed,Peak-Earner,782500,232,Preferred,13949000,3,24,204900,2524100,1682100,1,6,6,1,1605300,0,0,270,149,624500,2779600,20.03,0.602,725,0,0,5603400,0,0,0,,,,,,1,1,0,,0.7593
CUST-101649,45,M,Married,Tier-1,Self-Employed,Peak-Earner,2271900,39,Classic,4763800,2,18,238300,797600,631200,1,4,4,0,0,0,0,192,150,634500,1750300,14.32,0.466,754,0,0,1692800,0,0,0,,,,,,1,1,0,,0.5638
CUST-101650,60,M,Married,Tier-1,Business,Pre-Retiree,1187200,160,Classic,511400,1,12,321900,174900,127000,0,4,4,1,610500,0,0,204,131,1625800,2695100,18.56,0.636,767,0,0,435600,1,1,1,VOC,Asked whether the bank offers a guaranteed pension scheme.,positive,retirement_intent,2025-12-15,0,0,0,,0.01
CUST-101651,47,F,Married,Tier-1,Salaried,Peak-Earner,1165800,212,Classic,520800,1,24,261700,264100,281900,0,4,3,0,0,1,4601800,213,158,984200,3395400,22.35,0.99,667,0,0,264700,0,1,0,,,,,,0,0,0,,0.01
CUST-101652,31,F,Married,Tier-1,Business,Young-Earner,2347400,220,Classic,1837200,2,36,229200,488400,472400,1,6,5,1,2247600,1,1112100,171,108,1787400,1540900,16.81,0.557,751,0,0,1520900,1,0,0,,,,,,1,0,0,,0.01
CUST-101653,41,F,Married,Tier-2,Business,Family-Builder,1377900,49,Classic,5521500,3,24,0,1016700,1120200,1,5,4,0,0,1,2709200,221,123,1100000,2669200,18.26,0.872,863,0,0,2003500,1,0,0,,,,,,1,0,0,,0.01
CUST-101654,30,F,Married,Tier-2,Business,Young-Earner,1857800,116,Classic,107600,2,18,0,8000,6800,0,4,4,1,900600,0,0,242,130,2463700,2547700,23.9,0.794,742,0,0,348900,0,0,0,,,,,,0,0,0,,0.01
CUST-101655,42,M,Married,Tier-1,Business,Peak-Earner,1237100,132,Classic,4823400,2,24,128200,929000,1037500,1,6,5,1,1560300,1,139700,394,181,1264500,2769800,35.34,0.663,744,0,0,2314700,1,0,0,,,,,,1,0,0,,0.01
CUST-101656,30,M,Single,Tier-3,Business,Young-Earner,517100,120,Classic,5018800,3,18,160600,1003800,967900,1,5,5,0,0,0,0,86,58,435900,325500,8.89,0.899,750,0,1,1857000,0,0,1,InboundCall,Complaint about incorrect service charge; amount reversed.,negative,service_issue,2026-02-18,1,1,0,,0.6654
CUST-101657,43,M,Married,Tier-1,Self-Employed,Peak-Earner,660600,30,Classic,3000700,3,24,0,438700,422500,1,5,5,1,1357800,0,0,251,206,2577000,1831200,24.1,0.88,770,0,0,1512800,0,0,0,,,,,,1,1,0,,0.5675
CUST-101658,32,M,Married,Tier-2,Self-Employed,Family-Builder,923800,199,Classic,764700,1,18,0,176000,202000,0,3,3,1,991300,0,0,130,72,695000,901000,12.67,0.251,713,0,0,640300,0,0,0,,,,,,0,0,0,,0.01
CUST-101659,25,M,Single,Tier-3,Self-Employed,Young-Earner,941000,158,Preferred,6338700,4,12,0,917800,919900,1,5,5,0,0,0,0,30,19,120100,107200,3.06,0.698,769,0,1,2187800,0,0,1,InboundCall,Enquired about tax-saving investment products before the financial year end.,positive,wealth_intent,2026-02-01,1,1,0,,0.7055
CUST-101660,43,F,Married,Tier-3,Self-Employed,Peak-Earner,600900,79,Imperia,4576500,3,24,0,711500,724800,1,6,5,1,744100,1,3586000,349,122,1870200,2728400,35.0,0.444,774,0,0,1862000,0,0,0,,,,,,1,1,0,,0.6925
CUST-101661,38,F,Married,Tier-1,Self-Employed,Family-Builder,1863000,180,Preferred,3055100,3,18,0,1102000,746000,1,5,4,0,0,1,3700400,372,187,1693300,871800,26.07,0.441,773,0,0,1351300,0,0,0,,,,,,1,1,0,,0.5575
CUST-101662,32,F,Married,Tier-1,Professional,Family-Builder,1593500,60,Classic,4605800,3,18,442700,969200,850600,1,5,5,0,0,0,0,337,167,2415900,2344200,30.47,0.72,828,0,0,1725800,0,0,1,InboundCall,Enquired about tax-saving investment products before the financial year end.,positive,wealth_intent,2025-09-12,1,1,0,,0.9406
CUST-101663,48,F,Married,Tier-2,Business,Peak-Earner,749100,104,Preferred,12726100,3,18,0,1847700,2071500,1,5,4,0,0,1,2940500,241,145,1711200,1197200,22.99,0.93,706,0,0,4394800,0,0,0,,,,,,1,1,0,,0.6788
CUST-101664,56,M,Married,Tier-3,Self-Employed,Pre-Retiree,548300,147,Classic,3902900,2,60,0,726400,555400,1,3,3,0,0,0,0,175,76,1134900,1656700,19.16,0.435,761,0,0,1419700,0,0,1,Outbound,Requested a duplicate account statement via SMS.,neutral,neutral,2026-03-23,1,1,0,,0.4965
CUST-101665,41,F,Married,Tier-2,Salaried,Family-Builder,1431700,183,Classic,4052400,3,18,134900,700400,686000,1,5,5,0,0,0,0,189,88,1270500,1147100,13.38,0.674,688,0,0,1449900,0,0,0,,,,,,1,1,0,,0.6814
CUST-101666,43,M,Married,Tier-2,Business,Peak-Earner,2102000,85,Imperia,3922600,2,60,208500,701200,649200,1,5,4,0,0,1,1669500,277,185,2643600,3092400,20.03,0.845,603,0,0,1413900,0,0,0,,,,,,1,1,0,,0.5622
CUST-101667,32,F,Married,Tier-1,Professional,Family-Builder,1841700,136,Preferred,4726600,2,60,0,841200,822600,1,4,4,1,532900,0,0,325,230,1407200,1090000,26.77,0.532,794,0,0,1888500,0,0,0,,,,,,1,1,0,,0.7729
CUST-101668,36,F,Married,Tier-1,Business,Family-Builder,1306400,133,Preferred,795000,1,18,232500,8000,8000,0,3,3,0,0,0,0,317,236,1652600,3429600,31.05,0.788,874,0,0,226200,0,0,0,,,,,,0,0,0,,0.01
CUST-101669,65,F,Married,Tier-1,Retired,Retiree,2201900,234,Classic,4041400,3,24,396700,409400,273600,1,7,6,1,1870300,1,4004200,255,109,2447800,2080500,17.12,0.691,751,0,0,1970400,0,0,0,,,,,,1,1,0,,0.4484
